PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P367
Station name, NewprtAir_OR2007
Begin Date, 2007-02-14
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P367.pbo.nam08.pos
Offset from source file, 36.11 mm North, 29.35 mm East, -0.38 mm Vertical
Reference position, 44.5852467502 North Latitude, -124.0615707752 East Longitude, 22.93193 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2014-12-21,73.64, 60.43, 1.64, 1.51, 1.17, 4.93, suppf,
2014-12-22,73.11, 61.56, -1.51, 1.47, 1.17, 4.8, suppf,
2014-12-23,73.89, 61.18, -6.59, 1.41, 1.14, 4.65, suppf,
2014-12-24,73.20, 60.55, -2.84, 1.62, 1.34, 5.36, suppf,
2014-12-25,74.58, 59.86, -1.95, 2.01, 1.57, 6.61, suppf,
2014-12-26,73.75, 61.25, -3.08, 1.3, 1.03, 4.27, suppf,
2014-12-27,72.98, 62.12, -4.46, 1.31, 1.02, 4.28, suppf,
2014-12-28,73.85, 60.68, -7.36, 1.79, 1.41, 5.82, suppf,
2014-12-29,73.95, 61.61, -7.28, 1.57, 1.24, 5.14, suppf,
2014-12-30,73.28, 61.80, -6.46, 1.31, 1.02, 4.28, suppf,
2014-12-31,73.54, 61.87, -3.92, 1.26, 0.99, 4.14, suppf,
2015-01-01,74.45, 61.36, -0.86, 1.37, 1.07, 4.45, suppf,
2015-01-02,74.30, 60.64, -1.71, 1.41, 1.11, 4.59, suppf,
2015-01-03,74.38, 60.64, -3.37, 1.65, 1.28, 5.32, suppf,
2015-01-04,74.41, 61.49, -9.05, 1.59, 1.23, 5.2, suppf,
2015-01-05,73.22, 61.76, -3.87, 1.62, 1.27, 5.32, suppf,
2015-01-06,73.99, 61.76, -9.44, 1.46, 1.13, 4.77, suppf,
2015-01-07,73.68, 61.39, -6.89, 1.43, 1.12, 4.7, suppf,
2015-01-08,74.54, 60.54, -4.03, 1.41, 1.1, 4.61, suppf,
2015-01-09,74.19, 60.21, -3.19, 1.5, 1.16, 4.89, suppf,
2015-01-10,74.46, 60.41, -1.43, 1.48, 1.14, 4.82, suppf,
2015-01-11,74.21, 60.52, -0.03, 1.26, 0.99, 4.12, suppf,
2015-01-12,74.12, 61.19, -2.51, 1.52, 1.18, 4.98, suppf,
2015-01-13,74.29, 61.03, -5.67, 1.35, 1.05, 4.41, suppf,
2015-01-14,74.32, 61.79, -2.97, 1.32, 1.02, 4.33, suppf,
2015-01-15,75.00, 61.33, 0.17, 1.97, 1.5, 6.43, suppf,
2015-01-16,73.60, 61.30, 2.22, 1.59, 1.23, 5.22, suppf,
2015-01-17,74.02, 60.32, -0.12, 1.59, 1.23, 5.2, suppf,
2015-01-18,73.58, 60.62, 5.64, 1.99, 1.55, 6.53, suppf,
2015-01-19,73.44, 62.44, -0.98, 1.66, 1.26, 5.39, suppf,
2015-01-20,74.96, 62.39, -8.13, 1.34, 1.05, 4.34, suppf,
2015-01-21,74.36, 62.45, -5.67, 1.32, 1.03, 4.35, suppf,
2015-01-22,74.35, 61.92, -2.49, 1.67, 1.31, 5.5, suppf,
2015-01-23,74.53, 61.27, -2.20, 1.52, 1.23, 5, suppf,
2015-01-24,74.90, 62.09, -0.48, 1.74, 1.37, 5.79, suppf,
2015-01-25,75.04, 61.76, -4.85, 1.3, 1.02, 4.27, suppf,
2015-01-26,74.84, 62.05, 0.67, 1.45, 1.14, 4.74, suppf,
2015-01-27,74.57, 61.73, -2.92, 1.51, 1.19, 4.94, suppf,
2015-01-28,74.61, 61.55, -5.62, 1.41, 1.12, 4.6, suppf,
2015-01-29,75.79, 62.37, -8.37, 1.37, 1.06, 4.52, suppf,
2015-01-30,74.78, 61.73, -8.97, 1.32, 1.03, 4.35, suppf,
2015-01-31,75.04, 61.66, -7.26, 1.36, 1.07, 4.45, suppf,
2015-02-01,74.87, 61.11, -3.99, 1.63, 1.29, 5.35, suppf,
2015-02-02,75.01, 61.24, 2.42, 1.68, 1.3, 5.53, suppf,
2015-02-03,75.31, 61.06, 2.17, 1.49, 1.19, 4.91, suppf,
2015-02-04,74.54, 61.45, -0.85, 1.67, 1.35, 5.45, suppf,
2015-02-05,75.48, 61.89, -6.15, 1.98, 1.54, 6.49, suppf,
2015-02-06,74.73, 60.33, 3.07, 1.7, 1.35, 5.63, suppf,
2015-02-07,75.21, 60.80, 5.00, 1.76, 1.36, 5.72, suppf,
2015-02-08,74.88, 62.38, -5.70, 1.73, 1.33, 5.59, suppf,
2015-02-09,74.84, 61.99, -5.29, 1.74, 1.39, 5.68, suppf,
2015-02-10,75.09, 62.65, -7.04, 1.36, 1.09, 4.41, suppf,
2015-02-11,74.11, 63.21, -12.91, 1.68, 1.32, 5.47, suppf,
2015-02-12,75.07, 63.09, -8.52, 1.59, 1.26, 5.15, suppf,
2015-02-13,75.51, 63.05, -8.40, 1.6, 1.28, 5.14, suppf,
2015-02-14,74.51, 62.35, -6.03, 1.77, 1.36, 5.69, suppf,
2015-02-15,74.89, 63.83, -8.06, 1.37, 1.05, 4.38, suppf,
2015-02-16,74.31, 62.89, -6.31, 1.32, 1.02, 4.26, suppf,
2015-02-17,75.43, 63.28, -4.18, 1.33, 1.03, 4.28, suppf,
2015-02-18,74.57, 62.36, -4.17, 1.61, 1.24, 5.21, suppf,
2015-02-19,74.89, 62.55, -4.51, 1.32, 1.03, 4.28, suppf,
2015-02-20,75.67, 62.78, -6.40, 1.32, 1.03, 4.27, suppf,
2015-02-21,75.00, 62.53, -5.25, 1.64, 1.28, 5.24, suppf,
2015-02-22,76.55, 63.49, -6.59, 1.45, 1.13, 4.68, suppf,
2015-02-23,74.85, 63.06, -4.90, 1.39, 1.07, 4.53, suppf,
2015-02-24,75.15, 62.54, -2.96, 1.41, 1.1, 4.64, suppf,
2015-02-25,74.93, 63.18, -6.37, 1.57, 1.22, 5.06, suppf,
2015-02-26,75.31, 63.85, -4.71, 1.51, 1.16, 4.91, suppf,
2015-02-27,74.93, 61.93, -2.28, 1.45, 1.11, 4.7, suppf,
2015-02-28,74.09, 61.38, 0.19, 1.57, 1.24, 5.07, suppf,
2015-03-01,74.51, 62.51, 1.01, 1.41, 1.08, 4.53, suppf,
2015-03-02,75.41, 61.56, -4.59, 1.42, 1.1, 4.59, suppf,
2015-03-03,75.01, 62.59, -5.79, 1.46, 1.16, 4.73, suppf,
2015-03-04,75.65, 62.39, -5.21, 1.44, 1.11, 4.66, suppf,
2015-03-05,74.65, 62.86, -6.22, 1.46, 1.12, 4.67, suppf,
2015-03-06,73.69, 62.47, -6.67, 1.41, 1.09, 4.59, suppf,
2015-03-07,75.17, 62.71, -4.41, 1.39, 1.08, 4.5, suppf,
2015-03-08,75.16, 62.40, -5.65, 1.35, 1.05, 4.39, suppf,
2015-03-09,74.47, 62.37, -5.49, 1.46, 1.12, 4.69, suppf,
2015-03-10,75.69, 61.81, -0.41, 1.57, 1.22, 5.07, suppf,
2015-03-11,75.52, 63.58, -1.13, 2.09, 1.57, 6.78, suppf,
2015-03-12,75.06, 62.90, -8.30, 1.44, 1.16, 4.73, suppf,
2015-03-13,74.73, 63.27, -11.51, 1.59, 1.23, 5.14, suppf,
2015-03-14,75.33, 61.59, 1.14, 1.64, 1.24, 5.33, suppf,
2015-03-15,73.85, 62.98, -1.16, 1.69, 1.34, 5.48, suppf,
2015-03-16,75.52, 63.61, -5.60, 1.39, 1.12, 4.55, suppf,
2015-03-17,75.36, 62.73, -5.39, 1.74, 1.35, 5.64, suppf,
2015-03-18,75.15, 63.32, -5.66, 1.44, 1.15, 4.73, suppf,
2015-03-19,75.38, 62.44, -10.25, 1.59, 1.24, 5.2, suppf,
2015-03-20,74.14, 63.65, -5.20, 2.07, 1.59, 6.73, suppf,
2015-03-21,75.56, 64.88, -9.54, 1.94, 1.48, 6.29, suppf,
2015-03-22,75.32, 62.55, -7.85, 1.66, 1.3, 5.39, suppf,
2015-03-23,75.63, 62.23, -5.91, 1.79, 1.39, 5.83, suppf,
2015-03-24,75.60, 63.30, -3.13, 1.6, 1.24, 5.16, suppf,
2015-03-25,75.09, 64.01, -9.33, 1.54, 1.22, 4.98, suppf,
2015-03-26,75.17, 63.04, -9.20, 1.44, 1.15, 4.73, suppf,
2015-03-27,75.49, 64.04, -2.55, 1.52, 1.18, 4.91, suppf,
2015-03-28,75.25, 63.24, 3.64, 1.8, 1.38, 5.82, suppf,
2015-03-29,75.96, 64.02, -4.30, 1.57, 1.21, 5.14, suppf,
2015-03-30,75.98, 63.63, -3.48, 1.46, 1.24, 4.85, suppf,
2015-03-31,75.05, 63.33, -1.55, 1.8, 1.41, 5.88, suppf,
2015-04-01,74.91, 63.96, -2.55, 1.83, 1.41, 5.96, suppf,
2015-04-02,75.63, 63.86, -1.14, 1.49, 1.18, 4.87, suppf,
2015-04-03,74.93, 64.04, -5.85, 1.49, 1.16, 4.86, suppf,
2015-04-04,74.89, 63.40, -1.99, 1.77, 1.38, 5.7, suppf,
2015-04-05,74.51, 62.82, -0.49, 1.59, 1.23, 5.12, suppf,
2015-04-06,75.38, 62.86, 4.40, 1.61, 1.29, 5.05, suppf,
2015-04-07,75.10, 62.19, 0.29, 1.28, 1, 4.14, suppf,
2015-04-08,77.32, 63.76, 1.29, 1.53, 1.27, 4.94, suppf,
2015-04-09,76.04, 63.65, -2.69, 1.35, 1.1, 4.39, suppf,
2015-04-10,75.85, 63.93, -1.07, 1.44, 1.19, 4.68, suppf,
2015-04-11,75.21, 64.41, 5.48, 1.81, 1.39, 5.8, suppf,
2015-04-12,75.57, 64.48, 1.67, 1.5, 1.2, 4.89, suppf,
2015-04-13,75.75, 63.46, 0.38, 1.63, 1.25, 5.3, suppf,
2015-04-14,75.11, 64.45, -3.43, 1.72, 1.34, 5.56, suppf,
2015-04-15,76.61, 63.57, -7.80, 1.5, 1.2, 4.92, suppf,
2015-04-16,76.18, 64.57, -6.21, 1.28, 1.02, 4.22, suppf,
2015-04-17,75.79, 64.48, -4.76, 1.38, 1.09, 4.52, suppf,
2015-04-18,76.36, 63.48, -8.23, 1.41, 1.1, 4.62, suppf,
2015-04-19,75.66, 63.51, -5.44, 1.36, 1.07, 4.48, suppf,
2015-04-20,76.13, 63.05, -5.39, 1.37, 1.08, 4.49, suppf,
2015-04-21,76.20, 63.58, -4.40, 1.38, 1.07, 4.49, suppf,
2015-04-22,75.99, 63.83, -2.89, 1.53, 1.18, 4.99, suppf,
2015-04-23,76.19, 63.14, -1.40, 1.47, 1.15, 4.83, suppf,
2015-04-24,75.79, 63.13, -2.81, 1.78, 1.36, 5.74, suppf,
2015-04-25,77.50, 63.31, -1.62, 1.61, 1.24, 5.29, suppf,
2015-04-26,76.89, 64.30, -6.45, 1.3, 1.03, 4.32, suppf,
2015-04-27,76.88, 64.44, -6.14, 1.31, 1.04, 4.32, suppf,
2015-04-28,75.91, 63.77, -7.20, 1.68, 1.32, 5.49, suppf,
2015-04-29,76.91, 64.43, -4.67, 1.54, 1.21, 5.02, suppf,
2015-04-30,77.01, 63.69, -5.78, 1.25, 1, 4.14, suppf,
2015-05-01,77.16, 64.22, -4.98, 1.49, 1.19, 4.89, suppf,
2015-05-02,76.42, 63.99, -2.06, 1.49, 1.19, 4.82, suppf,
2015-05-03,77.57, 63.13, -5.12, 1.24, 1, 4.1, suppf,
2015-05-04,77.03, 63.42, -3.34, 1.24, 1, 4.09, suppf,
2015-05-05,76.91, 63.77, -3.47, 1.39, 1.14, 4.51, suppf,
2015-05-06,77.52, 64.32, -4.92, 1.29, 1.03, 4.21, suppf,
2015-05-07,77.33, 63.81, -2.64, 1.34, 1.06, 4.35, suppf,
2015-05-08,78.01, 63.97, -6.05, 1.29, 1.03, 4.22, suppf,
2015-05-09,77.29, 64.00, -6.11, 1.22, 0.98, 3.99, suppf,
2015-05-10,76.71, 64.74, -8.96, 1.75, 1.36, 5.65, suppf,
2015-05-11,77.04, 63.87, -8.85, 1.48, 1.16, 4.81, suppf,
2015-05-12,78.05, 63.56, -5.71, 1.47, 1.15, 4.68, suppf,
2015-05-13,77.67, 63.83, -3.43, 1.48, 1.17, 4.69, suppf,
2015-05-14,78.02, 63.77, -4.96, 1.22, 0.99, 3.94, suppf,
2015-05-15,77.00, 62.46, -1.97, 1.25, 1, 4.06, suppf,
2015-05-16,77.38, 64.22, -5.78, 1.17, 0.96, 3.8, suppf,
2015-05-17,77.65, 64.15, -11.56, 1.22, 0.97, 3.96, suppf,
2015-05-18,77.29, 64.25, -7.13, 1.42, 1.14, 4.6, suppf,
2015-05-19,77.40, 63.97, -5.77, 1.25, 0.98, 4, suppf,
2015-05-20,77.95, 63.94, -7.27, 1.33, 1.07, 4.3, suppf,
2015-05-21,77.41, 63.42, -6.02, 1.35, 1.07, 4.37, suppf,
2015-05-22,77.51, 63.65, -7.16, 1.35, 1.13, 4.44, suppf,
2015-05-23,77.30, 63.48, -10.44, 1.77, 1.49, 5.7, suppf,
2015-05-24,77.68, 64.11, -1.71, 1.35, 1.09, 4.35, suppf,
2015-05-25,77.79, 64.28, -5.89, 1.33, 1.06, 4.27, suppf,
2015-05-26,78.26, 63.49, -3.28, 1.58, 1.24, 5.07, suppf,
2015-05-27,77.83, 64.00, -6.73, 1.19, 0.98, 3.83, suppf,
2015-05-28,78.17, 63.53, -7.70, 1.23, 1.01, 3.99, suppf,
2015-05-29,77.60, 64.43, -6.89, 1.44, 1.13, 4.62, suppf,
2015-05-30,78.59, 62.98, -9.24, 1.44, 1.12, 4.69, suppf,
2015-05-31,77.91, 63.49, -8.12, 1.63, 1.27, 5.28, suppf,
2015-06-01,77.34, 63.82, -5.15, 1.68, 1.32, 5.46, suppf,
2015-06-02,78.25, 63.13, -5.84, 1.47, 1.16, 4.78, suppf,
2015-06-03,78.26, 63.94, -7.34, 1.4, 1.13, 4.56, suppf,
2015-06-04,78.01, 63.64, -6.22, 1.33, 1.08, 4.31, suppf,
2015-06-05,78.22, 63.34, -7.22, 1.36, 1.14, 4.51, suppf,
2015-06-06,77.72, 63.39, -4.21, 1.45, 1.15, 4.72, suppf,
2015-06-07,78.31, 63.11, -7.76, 1.56, 1.23, 5.12, suppf,
2015-06-08,78.48, 62.66, -1.36, 1.43, 1.13, 4.65, suppf,
2015-06-09,77.81, 63.66, -8.37, 1.52, 1.2, 4.96, suppf,
2015-06-10,77.53, 64.13, -4.41, 1.46, 1.16, 4.78, suppf,
2015-06-11,78.12, 63.59, -4.74, 1.58, 1.22, 5.1, suppf,
2015-06-12,78.60, 64.26, -5.35, 1.46, 1.16, 4.77, suppf,
2015-06-13,78.67, 64.16, -3.98, 1.35, 1.06, 4.42, suppf,
2015-06-14,77.44, 64.20, -5.30, 1.37, 1.07, 4.48, suppf,
2015-06-15,78.16, 63.88, -7.34, 1.37, 1.06, 4.49, suppf,
2015-06-16,77.84, 64.70, -3.28, 1.44, 1.12, 4.71, suppf,
2015-06-17,78.04, 63.42, -7.06, 1.37, 1.08, 4.53, suppf,
2015-06-18,78.02, 63.97, -2.20, 1.55, 1.21, 5.1, suppf,
2015-06-19,78.65, 64.27, -3.49, 1.36, 1.06, 4.44, suppf,
2015-06-20,78.09, 64.23, 1.18, 1.4, 1.1, 4.6, suppf,
2015-06-21,77.50, 63.68, -0.39, 1.38, 1.08, 4.55, suppf,
2015-06-22,77.55, 64.64, -0.54, 1.25, 0.98, 4.11, suppf,
2015-06-23,78.07, 64.25, -5.64, 1.47, 1.14, 4.65, suppf,
2015-06-24,78.45, 63.33, -3.12, 1.56, 1.21, 5.07, suppf,
2015-06-25,78.13, 63.22, -1.22, 1.69, 1.32, 5.55, suppf,
2015-06-26,78.32, 65.07, -1.89, 1.7, 1.29, 5.45, suppf,
2015-06-27,77.51, 63.97, -3.67, 1.58, 1.22, 5.18, suppf,
2015-06-28,77.52, 63.08, -2.99, 1.62, 1.25, 5.31, suppf,
2015-06-29,78.13, 64.02, 0.81, 1.76, 1.34, 5.71, suppf,
2015-06-30,77.92, 64.66, -0.91, 1.46, 1.11, 4.74, suppf,
2015-07-01,77.64, 64.94, -2.39, 1.33, 1.03, 4.34, suppf,
2015-07-02,78.79, 64.27, -1.20, 1.44, 1.11, 4.71, suppf,
2015-07-03,77.47, 64.82, 0.86, 1.67, 1.29, 5.48, suppf,
2015-07-04,78.74, 63.83, -1.19, 1.39, 1.08, 4.56, suppf,
2015-07-05,77.34, 64.98, -3.54, 1.87, 1.43, 6.06, suppf,
2015-07-06,76.54, 63.99, -2.10, 1.92, 1.45, 6.24, suppf,
2015-07-07,78.39, 63.84, 5.98, 1.66, 1.27, 5.42, suppf,
2015-07-08,78.72, 64.90, 5.16, 1.58, 1.22, 5.15, suppf,
2015-07-09,77.85, 63.88, 12.42, 1.8, 1.37, 5.87, suppf,
2015-07-10,78.02, 65.35, 2.19, 1.54, 1.19, 5.02, suppf,
2015-07-11,78.61, 65.12, 5.68, 1.43, 1.1, 4.62, suppf,
2015-07-12,78.80, 64.27, 4.09, 1.38, 1.06, 4.52, suppf,
2015-07-13,78.32, 64.97, 0.41, 1.37, 1.09, 4.51, suppf,
2015-07-14,78.51, 64.78, 0.67, 1.38, 1.06, 4.55, suppf,
2015-07-15,78.59, 65.37, 1.02, 1.35, 1.03, 4.43, suppf,
2015-07-16,78.37, 66.70, 3.53, 1.41, 1.08, 4.64, suppf,
2015-07-17,79.34, 65.40, 1.05, 1.5, 1.16, 4.93, suppf,
2015-07-18,78.90, 64.73, 4.47, 1.43, 1.1, 4.73, suppf,
2015-07-19,79.07, 64.87, 2.88, 1.35, 1.04, 4.42, suppf,
2015-07-20,79.08, 65.19, 2.76, 1.51, 1.16, 4.97, suppf,
2015-07-21,78.03, 64.96, 1.99, 1.28, 1.06, 4.14, suppf,
2015-07-22,78.32, 65.33, 5.49, 1.17, 0.93, 3.86, suppf,
2015-07-23,78.53, 66.31, 5.39, 1.56, 1.2, 5.08, suppf,
2015-07-24,79.11, 65.04, 2.85, 1.31, 1, 4.3, suppf,
2015-07-25,78.63, 65.17, 4.05, 1.4, 1.08, 4.64, suppf,
2015-07-26,78.92, 65.24, 4.12, 1.32, 1.03, 4.31, suppf,
2015-07-27,78.60, 65.67, 3.40, 1.31, 1.02, 4.28, suppf,
2015-07-28,79.42, 65.82, 1.78, 1.31, 1, 4.38, suppf,
2015-07-29,79.13, 65.15, 0.85, 1.41, 1.11, 4.58, suppf,
2015-07-30,79.35, 65.30, 2.73, 1.18, 0.94, 3.91, suppf,
2015-07-31,79.72, 65.40, 1.01, 1.4, 1.11, 4.65, suppf,
2015-08-01,78.32, 65.47, 3.21, 1.44, 1.15, 4.79, suppf,
2015-08-02,78.33, 65.02, 7.94, 1.89, 1.47, 6.24, suppf,
2015-08-03,79.23, 63.20, 4.66, 2.01, 1.56, 6.68, suppf,
2015-08-04,79.82, 65.06, -0.03, 1.47, 1.16, 4.89, suppf,
2015-08-05,78.99, 65.94, 0.66, 1.51, 1.19, 5.01, suppf,
2015-08-06,78.91, 65.75, 4.89, 1.38, 1.09, 4.59, suppf,
2015-08-07,79.27, 65.46, 5.97, 1.54, 1.22, 5.11, suppf,
2015-08-08,79.02, 64.21, 10.18, 1.68, 1.3, 5.51, suppf,
2015-08-09,78.19, 67.43, 8.80, 1.69, 1.33, 5.6, suppf,
2015-08-10,79.52, 64.59, 8.18, 1.85, 1.43, 6.04, suppf,
2015-08-11,79.63, 65.13, 13.24, 1.32, 1.05, 4.34, suppf,
2015-08-12,79.09, 65.65, 9.26, 1.77, 1.37, 5.79, suppf,
2015-08-13,79.78, 65.53, 7.87, 1.5, 1.17, 4.91, suppf,
2015-08-14,78.83, 65.64, 4.50, 1.71, 1.32, 5.52, suppf,
2015-08-15,79.67, 64.87, 4.34, 1.67, 1.29, 5.39, suppf,
2015-08-16,79.53, 66.44, 5.86, 1.28, 1, 4.14, suppf,
2015-08-17,79.59, 65.93, 9.91, 1.41, 1.09, 4.56, suppf,
2015-08-18,79.01, 65.17, 5.13, 1.37, 1.07, 4.44, suppf,
2015-08-19,78.63, 64.67, 8.35, 1.2, 0.94, 3.87, suppf,
2015-08-20,79.43, 64.84, 7.03, 1.91, 1.46, 6.2, suppf,
2015-08-21,78.90, 65.96, 12.30, 1.87, 1.43, 6.14, suppf,
2015-08-22,79.97, 65.02, 7.11, 1.4, 1.1, 4.6, suppf,
2015-08-23,80.15, 65.11, 4.03, 1.6, 1.24, 5.25, suppf,
2015-08-24,79.36, 64.89, 6.57, 1.36, 1.12, 4.42, suppf,
2015-08-25,79.03, 65.46, -0.74, 1.3, 1.09, 4.35, suppf,
2015-08-26,79.97, 65.74, 4.54, 1.41, 1.1, 4.62, suppf,
2015-08-27,79.73, 65.42, 8.48, 1.56, 1.2, 5.08, suppf,
2015-08-28,80.08, 65.23, 7.82, 1.57, 1.22, 5.13, suppf,
2015-08-29,79.83, 67.02, 8.52, 2.19, 1.66, 7.17, suppf,
2015-08-30,79.70, 65.78, 11.27, 1.82, 1.41, 6, suppf,
2015-08-31,79.64, 65.21, 12.03, 1.43, 1.14, 4.71, suppf,
2015-09-01,80.19, 65.46, 3.03, 1.63, 1.28, 5.29, suppf,
2015-09-02,80.94, 64.90, 5.86, 1.77, 1.38, 5.76, suppf,
2015-09-03,80.70, 65.10, 9.14, 1.64, 1.31, 5.33, suppf,
2015-09-04,79.94, 66.00, 2.03, 1.32, 1.07, 4.35, suppf,
2015-09-05,79.95, 66.65, 5.49, 1.23, 1, 4.07, suppf,
2015-09-06,79.61, 66.25, 4.23, 1.64, 1.31, 5.43, suppf,
2015-09-07,80.16, 66.11, -0.74, 1.38, 1.11, 4.56, suppf,
2015-09-08,81.08, 66.71, 2.85, 1.57, 1.26, 5.2, suppf,
2015-09-09,80.61, 66.49, 4.01, 1.56, 1.25, 5.19, suppf,
2015-09-10,80.10, 66.67, 8.55, 1.54, 1.23, 5.11, suppf,
2015-09-11,80.28, 66.00, 2.31, 1.36, 1.13, 4.59, suppf,
2015-09-12,79.86, 65.85, 5.16, 1.66, 1.31, 5.52, suppf,
2015-09-13,80.55, 65.51, 5.28, 1.57, 1.24, 5.17, suppf,
2015-09-14,79.77, 66.19, 13.00, 1.76, 1.38, 5.77, suppf,
2015-09-15,80.25, 65.96, 9.07, 1.43, 1.15, 4.7, suppf,
2015-09-16,80.24, 65.63, 6.87, 1.26, 1.02, 4.15, suppf,
2015-09-17,81.27, 66.57, 8.21, 1.91, 1.48, 6.27, suppf,
2015-09-18,80.10, 66.74, 4.11, 1.32, 1.06, 4.35, suppf,
2015-09-19,80.55, 66.98, 5.35, 1.34, 1.08, 4.36, suppf,
2015-09-20,80.85, 66.00, 5.31, 1.35, 1.1, 4.46, suppf,
2015-09-21,80.02, 66.40, 8.38, 1.5, 1.2, 4.92, suppf,
2015-09-22,79.04, 66.10, 6.02, 1.63, 1.29, 5.33, suppf,
2015-09-23,80.66, 66.49, 4.41, 1.41, 1.13, 4.63, suppf,
2015-09-24,80.63, 66.68, 2.22, 1.57, 1.25, 5.15, suppf,
2015-09-25,80.92, 66.78, 3.05, 1.98, 1.53, 6.47, suppf,
2015-09-26,81.05, 65.67, 7.17, 1.57, 1.25, 5.1, suppf,
2015-09-27,80.53, 66.59, 9.08, 1.45, 1.15, 4.74, suppf,
2015-09-28,80.90, 66.35, 6.88, 1.43, 1.13, 4.65, suppf,
2015-09-29,80.90, 66.98, 5.70, 1.28, 1.02, 4.21, suppf,
2015-09-30,80.92, 66.68, 7.03, 1.5, 1.18, 4.89, suppf,
2015-10-01,80.66, 66.99, -0.91, 1.36, 1.08, 4.45, suppf,
2015-10-02,80.27, 66.72, 5.17, 1.37, 1.09, 4.54, suppf,
2015-10-03,80.49, 67.29, 6.45, 1.42, 1.12, 4.64, suppf,
2015-10-04,80.21, 66.33, 6.39, 1.31, 1.04, 4.32, suppf,
2015-10-05,80.37, 66.75, 10.44, 1.21, 0.96, 4.02, suppf,
2015-10-06,80.27, 66.03, 4.55, 1.62, 1.28, 5.28, suppf,
2015-10-07,80.14, 67.72, 1.74, 1.65, 1.28, 5.41, suppf,
2015-10-08,81.23, 67.64, 5.78, 1.93, 1.51, 6.3, suppf,
2015-10-09,80.22, 66.92, 11.13, 1.71, 1.35, 5.6, suppf,
2015-10-10,79.40, 67.00, 9.27, 1.9, 1.51, 6.21, suppf,
2015-10-11,80.07, 67.31, 4.93, 1.52, 1.22, 4.98, suppf,
2015-10-12,80.50, 66.97, 8.04, 1.53, 1.23, 5.01, suppf,
2015-10-13,81.06, 68.08, 3.38, 1.55, 1.25, 5.09, suppf,
2015-10-14,80.66, 67.69, 1.93, 1.33, 1.09, 4.39, suppf,
2015-10-15,80.78, 67.12, 7.25, 1.37, 1.12, 4.55, suppf,
2015-10-16,81.18, 67.44, 8.44, 1.4, 1.14, 4.62, suppf,
2015-10-17,81.38, 67.55, 13.23, 1.89, 1.5, 6.22, suppf,
2015-10-18,80.31, 68.57, 10.37, 1.79, 1.45, 5.95, suppf,
2015-10-19,81.06, 67.63, 9.77, 1.81, 1.44, 5.99, suppf,
2015-10-20,80.52, 68.77, 8.88, 1.44, 1.25, 4.83, suppf,
2015-10-21,81.01, 67.54, 1.31, 1.89, 1.49, 6.24, suppf,
2015-10-22,81.71, 67.99, 2.12, 1.6, 1.33, 5.24, suppf,
2015-10-23,81.61, 68.56, 0.65, 1.26, 1.05, 4.19, suppf,
2015-10-24,81.51, 68.04, 6.57, 1.67, 1.35, 5.51, suppf,
2015-10-25,79.91, 67.40, 6.06, 2.07, 1.63, 6.82, suppf,
2015-10-26,80.49, 67.83, 3.80, 1.72, 1.43, 5.63, suppf,
2015-10-27,81.20, 68.44, 1.12, 1.45, 1.21, 4.82, suppf,
2015-10-28,80.85, 68.68, 11.12, 1.78, 1.42, 5.78, suppf,
2015-10-29,81.03, 69.57, 8.69, 1.55, 1.29, 5.11, suppf,
2015-10-30,81.00, 68.73, 10.75, 1.93, 1.52, 6.32, suppf,
2015-10-31,81.37, 68.24, 18.91, 1.94, 1.54, 6.43, suppf,
2015-11-01,82.38, 66.52, 16.19, 2.17, 1.7, 7.23, suppf,
2015-11-02,82.00, 67.16, 7.85, 1.85, 1.5, 6.1, suppf,
2015-11-03,81.42, 68.35, 8.63, 1.9, 1.5, 6.24, suppf,
2015-11-04,82.14, 69.19, 1.82, 1.44, 1.21, 4.79, suppf,
2015-11-05,81.51, 69.03, 5.87, 1.42, 1.2, 4.67, suppf,
2015-11-06,82.59, 68.42, 0.55, 1.4, 1.15, 4.6, suppf,
2015-11-07,81.13, 69.59, 2.81, 1.85, 1.5, 6.1, suppf,
2015-11-08,82.38, 68.26, 2.44, 1.79, 1.44, 5.83, suppf,
2015-11-09,82.07, 68.71, 4.18, 1.74, 1.42, 5.73, suppf,
2015-11-10,82.20, 68.85, 2.37, 1.33, 1.09, 4.35, suppf,
2015-11-11,81.26, 70.30, 3.40, 1.58, 1.29, 5.14, suppf,
2015-11-12,81.47, 69.70, -0.05, 1.45, 1.17, 4.73, suppf,
2015-11-13,82.35, 70.42, 6.20, 1.57, 1.25, 5.13, suppf,
2015-11-14,82.96, 70.33, 4.24, 1.52, 1.21, 4.97, suppf,
2015-11-15,82.68, 68.65, 9.07, 1.72, 1.39, 5.7, suppf,
2015-11-16,83.11, 69.30, 4.44, 1.76, 1.38, 5.71, suppf,
2015-11-17,82.38, 68.98, 5.40, 1.59, 1.25, 5.19, suppf,
2015-11-18,82.37, 68.72, 6.45, 1.67, 1.33, 5.5, suppf,
2015-11-19,82.47, 68.57, 1.86, 1.74, 1.36, 5.72, suppf,
2015-11-20,82.82, 70.70, -10.01, 1.36, 1.08, 4.52, suppf,
